STATE,YEAR,DISTRICT,MUD
"HIMACHAL PRADESH",2009,BADDIPOLICEDIST,10
"JAMMU & KASHMIR",2009,KATHUA,10
"JAMMU & KASHMIR",2009,KISHTWAR,10
"JAMMU & KASHMIR",2009,KULGAM,10
"JAMMU & KASHMIR",2009,KUPWARA,10
"JAMMU & KASHMIR",2009,UDHAMPUR,10
"D & N HAVELI",2009,"D and N HAVELI",10
BIHAR,2010,"PATNA RLY.",10
GOA,2010,"SOUTH GOA",10
"HIMACHAL PRADESH",2010,SIRMAUR,10
"JAMMU & KASHMIR",2010,BARAMULLA,10
"JAMMU & KASHMIR",2010,HANDWARA,10
MAHARASHTRA,2010,"NAGPUR RLY.",10
"WEST BENGAL",2010,"HOWRAH G.R.P.",10
GUJARAT,2011,PORBANDAR,10
"JAMMU & KASHMIR",2011,KATHUA,10
"JAMMU & KASHMIR",2011,UDHAMPUR,10
MIZORAM,2011,AIZAWL,10
ODISHA,2011,GAJAPATI,10
"DELHI UT",2011,GRP(RLY),10
"JAMMU & KASHMIR",2012,KULGAM,10
KERALA,2012,WAYANADU,10
MAHARASHTRA,2012,RATNAGIRI,10
MANIPUR,2012,BISHNUPUR,10
MANIPUR,2012,"IMPHAL EAST",10
NAGALAND,2012,ZUNHEBOTO,10
"UTTAR PRADESH",2012,ST.RAVIDASNAGAR,10
"MADHYA PRADESH",2008,SHEOPUR,9
NAGALAND,2008,PHEK,9
PUNJAB,2008,ROPAR,9
"D & N HAVELI",2008,"D and N HAVELI",9
"DELHI UT",2008,"NEW DELHI",9
"ANDHRA PRADESH",2009,"SECUNDERABAD RLY.",9
"ARUNACHAL PRADESH",2009,LOHIT,9
BIHAR,2009,"KATIHAR RLY.",9
"HIMACHAL PRADESH",2009,MANDI,9
"JAMMU & KASHMIR",2009,SAMBA,9
KERALA,2009,WAYANADU,9
MEGHALAYA,2009,"GARO HILLS EAST",9
PUNJAB,2009,G.R.P,9
RAJASTHAN,2009,G.R.P.,9
"UTTAR PRADESH",2009,ST.RAVIDASNAGAR,9
UTTARAKHAND,2009,ALMORA,9
"DELHI UT",2009,GRP(RLY),9
"ARUNACHAL PRADESH",2010,"SIANG WEST",9
GUJARAT,2010,PORBANDAR,9
"HIMACHAL PRADESH",2010,BADDIPOLICEDIST,9
"HIMACHAL PRADESH",2010,BILASPUR,9
"HIMACHAL PRADESH",2010,UNA,9
"JAMMU & KASHMIR",2010,KISHTWAR,9
"JAMMU & KASHMIR",2010,SAMBA,9
PUNJAB,2010,G.R.P,9
"ANDHRA PRADESH",2011,"GUNTAKAL RLY.",9
"ANDHRA PRADESH",2011,"SECUNDERABAD RLY.",9
"ARUNACHAL PRADESH",2011,CHANGLANG,9
"HIMACHAL PRADESH",2011,SIRMAUR,9
"JAMMU & KASHMIR",2011,KUPWARA,9
"JAMMU & KASHMIR",2011,RAJOURI,9
"JAMMU & KASHMIR",2011,SAMBA,9
MANIPUR,2011,THOUBAL,9
"ARUNACHAL PRADESH",2012,"KAMENG EAST",9
ASSAM,2012,HAMREN,9
"HIMACHAL PRADESH",2012,KULLU,9
"JAMMU & KASHMIR",2012,RAJOURI,9
KERALA,2012,"ERNAKULAM COMMR.",9
KERALA,2012,"KOZHIKODE RURAL",9
KERALA,2012,"THRISSUR COMMR.",9
MEGHALAYA,2012,"GARO HILLS EAST",9
RAJASTHAN,2012,JAISALMER,9
TRIPURA,2012,UNAKOTI,9
UTTARAKHAND,2012,"PAURI GARHWAL",9
UTTARAKHAND,2012,PITHORAGARH,9
"DELHI UT",2012,"NEW DELHI",9
CHHATTISGARH,2001,BIZAPUR,9
ODISHA,2001,BOUDH,9
ODISHA,2001,SONEPUR,9
RAJASTHAN,2001,JAISALMER,9
"WEST BENGAL",2001,ASANSOL,9
"ARUNACHAL PRADESH",2002,CHANGLANG,9
"HIMACHAL PRADESH",2002,SIRMAUR,9
MANIPUR,2002,CHANDEL,9
NAGALAND,2002,ZUNHEBOTO,9
UTTARAKHAND,2002,"RUDRA PRAYAG",9
"WEST BENGAL",2002,"HOWRAH G.R.P.",9
"ARUNACHAL PRADESH",2003,"PAPUM PARE",9
BIHAR,2003,"JAMALPUR RLY.",9
GUJARAT,2003,W.RLY,9
JHARKHAND,2003,"DHANBAD RLY.",9
MAHARASHTRA,2003,"MUMBAI RLY.",9
NAGALAND,2003,TUENSANG,9
ODISHA,2003,GAJAPATI,9
ODISHA,2003,SONEPUR,9
UTTARAKHAND,2003,CHAMOLI,9
UTTARAKHAND,2003,"TEHRI GARHWAL",9
BIHAR,2004,SHEOHAR,9
"HIMACHAL PRADESH",2004,BILASPUR,9
"HIMACHAL PRADESH",2004,HAMIRPUR,9
"HIMACHAL PRADESH",2004,KULLU,9
"HIMACHAL PRADESH",2004,SIRMAUR,9
"JAMMU & KASHMIR",2004,UDHAMPUR,9
KERALA,2004,"KOZHIKODE RURAL",9
ODISHA,2004,BOUDH,9
ODISHA,2004,SONEPUR,9
PUNJAB,2004,G.R.P,9
"ARUNACHAL PRADESH",2005,CHANGLANG,9
HARYANA,2005,PANCHKULA,9
"HIMACHAL PRADESH",2005,CHAMBA,9
KERALA,2005,WAYANADU,9
MAHARASHTRA,2005,"NAGPUR RLY.",9
NAGALAND,2005,TUENSANG,9
UTTARAKHAND,2005,CHAMOLI,9
"ARUNACHAL PRADESH",2006,LOHIT,9
GUJARAT,2006,PORBANDAR,9
"JAMMU & KASHMIR",2006,"BORDER DISTRICT",9
KERALA,2006,WAYANADU,9
MANIPUR,2006,TAMENGLONG,9
NAGALAND,2006,MOKOKCHUNG,9
NAGALAND,2006,PHEK,9
ODISHA,2006,DEOGARH,9
"WEST BENGAL",2006,"HOWRAH G.R.P.",9
"D & N HAVELI",2006,"D and N HAVELI",9
"HIMACHAL PRADESH",2007,CHAMBA,9
"JAMMU & KASHMIR",2007,ANANTNAG,9
"JAMMU & KASHMIR",2007,"BORDER DISTRICT",9
KERALA,2007,"KOZHIKODE COMMR.",9
MEGHALAYA,2007,"GARO HILLS EAST",9
MIZORAM,2007,KOLASIB,9
NAGALAND,2007,MON,9
ODISHA,2007,SONEPUR,9
UTTARAKHAND,2007,PITHORAGARH,9
"WEST BENGAL",2007,"HOWRAH G.R.P.",9
"ARUNACHAL PRADESH",2008,"SIANG EAST",9
BIHAR,2008,SHEOHAR,9
KERALA,2008,"ERNAKULAM COMMR.",9
"ARUNACHAL PRADESH",2001,"SUBANSIRI LOWER",8
"ARUNACHAL PRADESH",2001,TIRAP,8
"HIMACHAL PRADESH",2001,BILASPUR,8
UTTARAKHAND,2001,PITHORAGARH,8
"ARUNACHAL PRADESH",2002,"SUBANSIRI LOWER",8
"HIMACHAL PRADESH",2002,HAMIRPUR,8
"HIMACHAL PRADESH",2002,KULLU,8
KERALA,2002,WAYANADU,8
GUJARAT,2003,PORBANDAR,8
"HIMACHAL PRADESH",2003,BILASPUR,8
"JAMMU & KASHMIR",2003,AWANTIPORA,8
"JAMMU & KASHMIR",2003,BORDER,8
KERALA,2003,"KOZHIKODE RURAL",8
MAHARASHTRA,2003,"NAGPUR RLY.",8
NAGALAND,2003,MOKOKCHUNG,8
NAGALAND,2003,PHEK,8
UTTARAKHAND,2003,"RUDRA PRAYAG",8
"DELHI UT",2003,G.R.P.(RLY),8
"ANDHRA PRADESH",2004,"GUNTAKAL RLY.",8
"ANDHRA PRADESH",2004,"SECUNDERABAD RLY.",8
"ARUNACHAL PRADESH",2004,CHANGLANG,8
"ARUNACHAL PRADESH",2004,"SUBANSIRI LOWER",8
"HIMACHAL PRADESH",2004,CHAMBA,8
KERALA,2004,"KOZHIKODE COMMR.",8
"WEST BENGAL",2004,"KHARAGPUR G.R.P.",8
JHARKHAND,2005,"JAMSHEDPUR RLY.",8
KARNATAKA,2005,K.G.F.,8
KERALA,2005,"TRIVANDRUM COMMR.",8
MEGHALAYA,2005,"KHASI HILLS WEST",8
UTTARAKHAND,2005,PITHORAGARH,8
ODISHA,2006,BOUDH,8
GUJARAT,2007,AHWA-DANG,8
"JAMMU & KASHMIR",2007,REASI,8
NAGALAND,2007,WOKHA,8
"JAMMU & KASHMIR",2008,RAJOURI,8
KERALA,2008,ALAPUZHA,8
MAHARASHTRA,2008,"MUMBAI RLY.",8
MIZORAM,2008,LUNGLEI,8
ODISHA,2008,SRP(ROURKELA),8
"A & N ISLANDS",2008,ANDAMAN,8
ASSAM,2009,G.R.P.,8
CHHATTISGARH,2009,"GRP RAIPUR",8
"HIMACHAL PRADESH",2009,BILASPUR,8
"HIMACHAL PRADESH",2009,CHAMBA,8
NAGALAND,2009,KOHIMA,8
ODISHA,2009,SRP(ROURKELA),8
RAJASTHAN,2009,JAISALMER,8
UTTARAKHAND,2009,"PAURI GARHWAL",8
"ANDHRA PRADESH",2010,"GUNTAKAL RLY.",8
"ARUNACHAL PRADESH",2010,K/KUMEY,8
GUJARAT,2010,W.RLY,8
JHARKHAND,2010,"JAMSHEDPUR RLY.",8
KERALA,2010,KASARGOD,8
MEGHALAYA,2010,"GARO HILLS SOUTH",8
ODISHA,2010,SONEPUR,8
"A & N ISLANDS",2010,ANDAMAN,8
"HIMACHAL PRADESH",2011,BILASPUR,8
"JAMMU & KASHMIR",2011,DODA,8
JHARKHAND,2011,"JAMSHEDPUR RLY.",8
KERALA,2011,"THRISSUR COMMR.",8
KERALA,2011,"TRIVANDRUM COMMR.",8
ODISHA,2011,SRP(ROURKELA),8
SIKKIM,2011,EAST,8
"UTTAR PRADESH",2011,ST.RAVIDASNAGAR,8
BIHAR,2012,"JAMALPUR RLY.",8
"HIMACHAL PRADESH",2012,BILASPUR,8
"HIMACHAL PRADESH",2012,SIRMAUR,8
"MADHYA PRADESH",2012,SHEOPUR,8
MAHARASHTRA,2012,"MUMBAI RLY.",8
MAHARASHTRA,2012,SINDHUDURG,8
MANIPUR,2012,CHURACHANDPUR,8
"A & N ISLANDS",2012,SOUTH,8
ODISHA,2008,SONEPUR,7
UTTARAKHAND,2008,"TEHRI GARHWAL",7
"WEST BENGAL",2008,"KHARAGPUR G.R.P.",7
"ANDHRA PRADESH",2009,"GUNTAKAL RLY.",7
"ARUNACHAL PRADESH",2009,"PAPUM PARE",7
"HIMACHAL PRADESH",2009,KULLU,7
"HIMACHAL PRADESH",2009,SIRMAUR,7
"HIMACHAL PRADESH",2009,SOLAN,7
JHARKHAND,2009,"DHANBAD RLY.",7
MAHARASHTRA,2009,"MUMBAI RLY.",7
MANIPUR,2009,SENAPATI,7
SIKKIM,2009,EAST,7
"ARUNACHAL PRADESH",2010,LOHIT,7
"ARUNACHAL PRADESH",2010,"PAPUM PARE",7
"JAMMU & KASHMIR",2010,ANANTNAG,7
"JAMMU & KASHMIR",2010,KUPWARA,7
"JAMMU & KASHMIR",2010,UDHAMPUR,7
KERALA,2010,"KOZHIKODE COMMR.",7
MIZORAM,2010,LAWNGTLAI,7
NAGALAND,2010,KOHIMA,7
RAJASTHAN,2010,JAISALMER,7
SIKKIM,2010,SOUTH,7
"WEST BENGAL",2010,"SILIGURI G.R.P.",7
"ARUNACHAL PRADESH",2011,"PAPUM PARE",7
ASSAM,2011,G.R.P.,7
GUJARAT,2011,"W.RLY AHMEDABAD",7
"JAMMU & KASHMIR",2011,ANANTNAG,7
"JAMMU & KASHMIR",2011,PULWAMA,7
MANIPUR,2011,CHURACHANDPUR,7
MANIPUR,2011,UKHRUL,7
NAGALAND,2011,KOHIMA,7
"ANDHRA PRADESH",2012,"GUNTAKAL RLY.",7
"ANDHRA PRADESH",2012,"VIJAYAWADA RLY.",7
"ARUNACHAL PRADESH",2012,CHANGLANG,7
GUJARAT,2012,AHWA-DANG,7
"HIMACHAL PRADESH",2012,BADDIPOLICEDIST,7
"HIMACHAL PRADESH",2012,CHAMBA,7
"JAMMU & KASHMIR",2012,BANDIPORA,7
JHARKHAND,2012,"JAMSHEDPUR RLY.",7
KERALA,2012,"KOZHIKODE COMMR.",7
MANIPUR,2012,CHANDEL,7
MEGHALAYA,2012,"GARO HILLS SOUTH",7
"D & N HAVELI",2012,"D and N HAVELI",7
"ARUNACHAL PRADESH",2001,"SIANG EAST",7
BIHAR,2001,"JAMALPUR RLY.",7
BIHAR,2001,"KATIHAR RLY.",7
MANIPUR,2001,CHANDEL,7
NAGALAND,2001,PHEK,7
ODISHA,2001,SRP(ROURKELA),7
UTTARAKHAND,2001,"TEHRI GARHWAL",7
GUJARAT,2002,PORBANDAR,7
HARYANA,2002,PANCHKULA,7
"HIMACHAL PRADESH",2002,SOLAN,7
"JAMMU & KASHMIR",2002,BORDER,7
"MADHYA PRADESH",2002,"BHOPAL RLY.",7
MAHARASHTRA,2002,"NAGPUR RLY.",7
ODISHA,2002,SONEPUR,7
RAJASTHAN,2002,JAISALMER,7
UTTARAKHAND,2002,"TEHRI GARHWAL",7
"DAMAN & DIU",2002,DAMAN,7
"ARUNACHAL PRADESH",2003,"KAMENG WEST",7
BIHAR,2003,"KATIHAR RLY.",7
MEGHALAYA,2003,"GARO HILLS SOUTH",7
NAGALAND,2003,MON,7
SIKKIM,2003,EAST,7
UTTARAKHAND,2003,CHAMPAWAT,7
"DELHI UT",2003,"NEW DELHI",7
"ARUNACHAL PRADESH",2004,"PAPUM PARE",7
ASSAM,2004,N.C.HILLS,7
HARYANA,2004,PANCHKULA,7
"JAMMU & KASHMIR",2004,BORDER,7
MAHARASHTRA,2004,"MUMBAI RLY.",7
MANIPUR,2004,SENAPATI,7
MEGHALAYA,2004,"GARO HILLS EAST",7
ODISHA,2004,SRP(ROURKELA),7
BIHAR,2005,"JAMALPUR RLY.",7
"HIMACHAL PRADESH",2005,MANDI,7
"JAMMU & KASHMIR",2005,BORDER,7
MANIPUR,2005,TAMENGLONG,7
MANIPUR,2005,UKHRUL,7
PUNJAB,2005,KHANNA,7
RAJASTHAN,2005,JAISALMER,7
UTTARAKHAND,2005,CHAMPAWAT,7
"WEST BENGAL",2005,"HOWRAH G.R.P.",7
"D & N HAVELI",2005,"D and N HAVELI",7
"ANDHRA PRADESH",2006,"GUNTAKAL RLY.",7
"ARUNACHAL PRADESH",2006,TIRAP,7
GUJARAT,2006,AHWA-DANG,7
KERALA,2006,"KOZHIKODE COMMR.",7
MAHARASHTRA,2006,"NAGPUR RLY.",7
MIZORAM,2006,AIZAWL,7
RAJASTHAN,2006,G.R.P.,7
"DELHI UT",2006,"NEW DELHI",7
"ARUNACHAL PRADESH",2007,"DIBANG VALLEY",7
"ARUNACHAL PRADESH",2007,TIRAP,7
"HIMACHAL PRADESH",2007,HAMIRPUR,7
"HIMACHAL PRADESH",2007,KINNAUR,7
"JAMMU & KASHMIR",2007,UDHAMPUR,7
JHARKHAND,2007,"DHANBAD RLY.",7
KERALA,2007,CBCID,7
"MADHYA PRADESH",2007,"BHOPAL RLY.",7
NAGALAND,2007,TUENSANG,7
"ANDHRA PRADESH",2008,"GUNTAKAL RLY.",7
"ARUNACHAL PRADESH",2008,TIRAP,7
GUJARAT,2008,AHWA-DANG,7
GUJARAT,2008,PORBANDAR,7
"HIMACHAL PRADESH",2008,SIRMAUR,7
"JAMMU & KASHMIR",2008,PULWAMA,7
"JAMMU & KASHMIR",2008,SHOPIAN,7
"ANDHRA PRADESH",2001,"SECUNDERABAD RLY.",6
GUJARAT,2001,AHWA-DANG,6
"HIMACHAL PRADESH",2001,UNA,6
"JAMMU & KASHMIR",2001,BORDER,6
"MADHYA PRADESH",2001,"INDORE RLY.",6
MEGHALAYA,2001,"GARO HILLS SOUTH",6
"DAMAN & DIU",2001,DAMAN,6
"ARUNACHAL PRADESH",2002,"DIBANG VALLEY",6
ASSAM,2002,G.R.P.,6
BIHAR,2002,"JAMALPUR RLY.",6
GUJARAT,2002,AHWA-DANG,6
"JAMMU & KASHMIR",2002,LEH,6
MIZORAM,2002,CHAMPHAI,6
MIZORAM,2002,SERCHHIP,6
NAGALAND,2002,TUENSANG,6
NAGALAND,2002,WOKHA,6
ODISHA,2002,GAJAPATI,6
ODISHA,2002,SRP(ROURKELA),6
SIKKIM,2002,EAST,6
UTTARAKHAND,2002,CHAMPAWAT,6
UTTARAKHAND,2002,PITHORAGARH,6
UTTARAKHAND,2002,UTTARKASHI,6
"DELHI UT",2002,"NEW DELHI",6
"ARUNACHAL PRADESH",2003,"SIANG EAST",6
GUJARAT,2003,AHWA-DANG,6
"HIMACHAL PRADESH",2003,CHAMBA,6
"HIMACHAL PRADESH",2003,SIRMAUR,6
JHARKHAND,2003,"JAMSHEDPUR RLY.",6
"MADHYA PRADESH",2003,BURHANPUR,6
MIZORAM,2003,CHAMPHAI,6
MIZORAM,2003,LAWNGTLAI,6
MIZORAM,2003,LUNGLEI,6
MIZORAM,2003,SAIHA,6
NAGALAND,2003,ZUNHEBOTO,6
UTTARAKHAND,2003,UTTARKASHI,6
"WEST BENGAL",2003,"SILIGURI G.R.P.",6
"DAMAN & DIU",2003,DAMAN,6
ASSAM,2004,R.P.O.,6
"MADHYA PRADESH",2004,"BHOPAL RLY.",6
MANIPUR,2004,CHANDEL,6
MIZORAM,2004,CHAMPHAI,6
NAGALAND,2004,MOKOKCHUNG,6
NAGALAND,2004,MON,6
NAGALAND,2004,PHEK,6
ODISHA,2004,NUAPADA,6
UTTARAKHAND,2004,CHAMPAWAT,6
"DELHI UT",2004,G.R.P.(RLY),6
"DELHI UT",2004,"NEW DELHI",6
"ARUNACHAL PRADESH",2005,"KAMENG WEST",6
"HIMACHAL PRADESH",2005,SOLAN,6
KERALA,2005,"KOZHIKODE RURAL",6
UTTARAKHAND,2005,UTTARKASHI,6
"ARUNACHAL PRADESH",2006,"SIANG WEST",6
ASSAM,2006,G.R.P.,6
"HIMACHAL PRADESH",2006,BILASPUR,6
"HIMACHAL PRADESH",2006,UNA,6
"JAMMU & KASHMIR",2006,KATHUA,6
KERALA,2006,"KOZHIKODE RURAL",6
SIKKIM,2006,SOUTH,6
"DAMAN & DIU",2006,DAMAN,6
"ARUNACHAL PRADESH",2007,"KAMENG EAST",6
"ARUNACHAL PRADESH",2007,"SIANG WEST",6
BIHAR,2007,"JAMALPUR RLY.",6
BIHAR,2007,"KATIHAR RLY.",6
GUJARAT,2007,PORBANDAR,6
MAHARASHTRA,2007,"PUNE RLY.",6
ODISHA,2007,SRP(ROURKELA),6
SIKKIM,2007,WEST,6
UTTARAKHAND,2007,"RUDRA PRAYAG",6
"WEST BENGAL",2007,"SEALDAH G.R.P.",6
"ARUNACHAL PRADESH",2008,CHANGLANG,6
"ARUNACHAL PRADESH",2008,"SIANG WEST",6
ASSAM,2008,G.R.P.,6
BIHAR,2008,"KATIHAR RLY.",6
"HIMACHAL PRADESH",2008,HAMIRPUR,6
"JAMMU & KASHMIR",2008,HANDWARA,6
"JAMMU & KASHMIR",2008,KULGAM,6
"JAMMU & KASHMIR",2008,SAMBA,6
JHARKHAND,2008,"JAMSHEDPUR RLY.",6
KERALA,2008,"KOZHIKODE COMMR.",6
MAHARASHTRA,2008,SINDHUDURG,6
RAJASTHAN,2008,JAISALMER,6
"TAMIL NADU",2008,NILGIRIS,6
UTTARAKHAND,2008,BAGESHWAR,6
"DELHI UT",2008,GRP(RLY),6
"ARUNACHAL PRADESH",2009,K/KUMEY,6
BIHAR,2009,"JAMALPUR RLY.",6
"HIMACHAL PRADESH",2009,HAMIRPUR,6
"JAMMU & KASHMIR",2009,ANANTNAG,6
"JAMMU & KASHMIR",2009,HANDWARA,6
JHARKHAND,2009,"JAMSHEDPUR RLY.",6
MANIPUR,2009,CHANDEL,6
MANIPUR,2009,UKHRUL,6
MIZORAM,2009,CHAMPHAI,6
NAGALAND,2009,PEREN,6
NAGALAND,2009,WOKHA,6
"WEST BENGAL",2009,"KHARAGPUR G.R.P.",6
PUDUCHERRY,2009,KARAIKAL,6
"ARUNACHAL PRADESH",2010,"KAMENG WEST",6
ASSAM,2010,R.P.O.,6
"JAMMU & KASHMIR",2010,KULGAM,6
MAHARASHTRA,2010,"MUMBAI RLY.",6
RAJASTHAN,2010,"G.R.P. AJMER",6
SIKKIM,2010,EAST,6
"D & N HAVELI",2010,"D and N HAVELI",6
"DELHI UT",2010,"NEW DELHI",6
ASSAM,2011,R.P.O.,6
BIHAR,2011,"JAMALPUR RLY.",6
GUJARAT,2011,AHWA-DANG,6
"HIMACHAL PRADESH",2011,BADDIPOLICEDIST,6
"HIMACHAL PRADESH",2011,UNA,6
"JAMMU & KASHMIR",2011,AWANTIPORA,6
"JAMMU & KASHMIR",2011,BARAMULLA,6
"JAMMU & KASHMIR",2011,RAMBAN,6
"JAMMU & KASHMIR",2011,REASI,6
"MADHYA PRADESH",2011,"BHOPAL RLY.",6
NAGALAND,2011,MON,6
PUNJAB,2011,G.R.P,6
RAJASTHAN,2011,G.R.P.AJMER,6
"TAMIL NADU",2011,"CHENNAI RLY.",6
UTTARAKHAND,2011,"PAURI GARHWAL",6
"WEST BENGAL",2011,"HOWRAH G.R.P.",6
"DAMAN & DIU",2011,DAMAN,6
"DELHI UT",2011,"NEW DELHI",6
"ARUNACHAL PRADESH",2012,"KAMENG WEST",6
"ARUNACHAL PRADESH",2012,RURAL,6
"ARUNACHAL PRADESH",2012,TIRAP,6
"HIMACHAL PRADESH",2012,HAMIRPUR,6
"HIMACHAL PRADESH",2012,UNA,6
"JAMMU & KASHMIR",2012,BARAMULLA,6
"JAMMU & KASHMIR",2012,HANDWARA,6
"JAMMU & KASHMIR",2012,KATHUA,6
"JAMMU & KASHMIR",2012,SOPORE,6
"MADHYA PRADESH",2012,"JABALPUR RLY.",6
NAGALAND,2012,MON,6
ODISHA,2012,SRP(ROURKELA),6
"WEST BENGAL",2012,"KHARAGPUR G.R.P.",6
MAHARASHTRA,2008,"NAGPUR RLY.",5
MANIPUR,2008,UKHRUL,5
NAGALAND,2008,WOKHA,5
SIKKIM,2008,EAST,5
"WEST BENGAL",2008,"HOWRAH G.R.P.",5
PUDUCHERRY,2008,KARAIKAL,5
"ARUNACHAL PRADESH",2009,"KAMENG EAST",5
"ARUNACHAL PRADESH",2009,TIRAP,5
GUJARAT,2009,AHWA-DANG,5
"JAMMU & KASHMIR",2009,AWANTIPORA,5
"JAMMU & KASHMIR",2009,BANDIPORA,5
"JAMMU & KASHMIR",2009,RAMBAN,5
KERALA,2009,"KOZHIKODE COMMR.",5
MANIPUR,2009,TAMENGLONG,5
SIKKIM,2009,SOUTH,5
SIKKIM,2009,WEST,5
"DAMAN & DIU",2009,DAMAN,5
"DELHI UT",2009,"NEW DELHI",5
"ARUNACHAL PRADESH",2010,CHANGLANG,5
"ARUNACHAL PRADESH",2010,"KAMENG EAST",5
"ARUNACHAL PRADESH",2010,"SIANG EAST",5
"ARUNACHAL PRADESH",2010,"SUBANSIRI UPPER",5
"HIMACHAL PRADESH",2010,CHAMBA,5
"HIMACHAL PRADESH",2010,SOLAN,5
"JAMMU & KASHMIR",2010,DODA,5
"JAMMU & KASHMIR",2010,REASI,5
JHARKHAND,2010,"DHANBAD RLY.",5
MANIPUR,2010,SENAPATI,5
MIZORAM,2010,CHAMPHAI,5
MIZORAM,2010,KOLASIB,5
ODISHA,2010,SRP(ROURKELA),5
UTTARAKHAND,2010,"RUDRA PRAYAG",5
"DAMAN & DIU",2010,DAMAN,5
GUJARAT,2011,"W.RLY VADODARA",5
"JAMMU & KASHMIR",2011,BUDGAM,5
KERALA,2011,"KOZHIKODE COMMR.",5
MANIPUR,2011,BISHNUPUR,5
MIZORAM,2011,KOLASIB,5
"TAMIL NADU",2011,"TRICHY RLY.",5
UTTARAKHAND,2011,PITHORAGARH,5
UTTARAKHAND,2011,"RUDRA PRAYAG",5
"ARUNACHAL PRADESH",2012,"SIANG EAST",5
GUJARAT,2012,"W.RLY VADODARA",5
"JAMMU & KASHMIR",2012,DODA,5
"JAMMU & KASHMIR",2012,POONCH,5
"JAMMU & KASHMIR",2012,REASI,5
"JAMMU & KASHMIR",2012,SAMBA,5
"JAMMU & KASHMIR",2012,UDHAMPUR,5
JHARKHAND,2012,"DHANBAD RLY.",5
MAHARASHTRA,2012,"NAGPUR RLY.",5
MANIPUR,2012,UKHRUL,5
MIZORAM,2012,CHAMPHAI,5
NAGALAND,2012,MOKOKCHUNG,5
NAGALAND,2012,PEREN,5
ODISHA,2012,SRP(CUTTACK),5
PUNJAB,2012,G.R.P,5
UTTARAKHAND,2012,"TEHRI GARHWAL",5
"A & N ISLANDS",2012,NORTH,5
PUDUCHERRY,2012,KARAIKAL,5
"ARUNACHAL PRADESH",2001,"SIANG WEST",5
"HIMACHAL PRADESH",2001,KINNAUR,5
"MADHYA PRADESH",2001,"BHOPAL RLY.",5
MIZORAM,2001,LUNGLEI,5
"TAMIL NADU",2001,"CHENNAI RLY.",5
UTTARAKHAND,2001,"RUDRA PRAYAG",5
"ARUNACHAL PRADESH",2002,"SUBANSIRI UPPER",5
"HIMACHAL PRADESH",2002,MANDI,5
JHARKHAND,2002,"DHANBAD RLY.",5
MIZORAM,2002,AIZAWL,5
NAGALAND,2002,PHEK,5
PUNJAB,2002,G.R.P,5
RAJASTHAN,2002,G.R.P.,5
"ARUNACHAL PRADESH",2003,"SIANG WEST",5
"HIMACHAL PRADESH",2003,UNA,5
"MADHYA PRADESH",2003,"BHOPAL RLY.",5
MIZORAM,2003,KOLASIB,5
NAGALAND,2003,WOKHA,5
RAJASTHAN,2003,G.R.P.,5
UTTARAKHAND,2003,PITHORAGARH,5
"A & N ISLANDS",2003,NICOBAR,5
"ARUNACHAL PRADESH",2004,K/KUMEY,5
JHARKHAND,2004,"DHANBAD RLY.",5
MAHARASHTRA,2004,"NAGPUR RLY.",5
MEGHALAYA,2004,"GARO HILLS SOUTH",5
RAJASTHAN,2004,JAISALMER,5
SIKKIM,2004,WEST,5
UTTARAKHAND,2004,CHAMOLI,5
UTTARAKHAND,2004,PITHORAGARH,5
"ANDHRA PRADESH",2005,"VIJAYAWADA RLY.",5
"ARUNACHAL PRADESH",2005,"SIANG UPPER",5
"ARUNACHAL PRADESH",2005,"SUBANSIRI LOWER",5
CHHATTISGARH,2005,"GRP RAIPUR",5
GUJARAT,2005,AHWA-DANG,5
JHARKHAND,2005,"DHANBAD RLY.",5
MAHARASHTRA,2005,"MUMBAI RLY.",5
MEGHALAYA,2005,"GARO HILLS SOUTH",5
NAGALAND,2005,PEREN,5
PUNJAB,2005,G.R.P,5
SIKKIM,2005,EAST,5
"ARUNACHAL PRADESH",2006,K/KUMEY,5
ASSAM,2006,R.P.O.,5
"HIMACHAL PRADESH",2006,KULLU,5
JHARKHAND,2006,"JAMSHEDPUR RLY.",5
MIZORAM,2006,MAMIT,5
ODISHA,2006,SRP(CUTTACK),5
ODISHA,2006,SRP(ROURKELA),5
UTTARAKHAND,2006,CHAMOLI,5
UTTARAKHAND,2006,CHAMPAWAT,5
"DELHI UT",2006,GRP(RLY),5
"ARUNACHAL PRADESH",2007,CHANGLANG,5
"ARUNACHAL PRADESH",2007,"SIANG EAST",5
ASSAM,2007,R.P.O.,5
"JAMMU & KASHMIR",2007,BUDGAM,5
MIZORAM,2007,CHAMPHAI,5
MIZORAM,2007,LAWNGTLAI,5
NAGALAND,2007,PHEK,5
RAJASTHAN,2007,JAISALMER,5
UTTARAKHAND,2007,CHAMPAWAT,5
CHHATTISGARH,2008,"GRP RAIPUR",5
"HIMACHAL PRADESH",2008,BILASPUR,5
"JAMMU & KASHMIR",2008,GANDERBAL,5
"ARUNACHAL PRADESH",2001,"KAMENG WEST",4
"ARUNACHAL PRADESH",2001,"SUBANSIRI UPPER",4
JHARKHAND,2001,"JAMSHEDPUR RLY.",4
MAHARASHTRA,2001,"PUNE RLY.",4
MANIPUR,2001,UKHRUL,4
MIZORAM,2001,MAMIT,4
NAGALAND,2001,ZUNHEBOTO,4
SIKKIM,2001,SOUTH,4
